id,date,buyer_id,buying_unit_id,fisher_id,weight,count,size,volume,collect_weight,weight_units,weight_si,collect_count,collect_volume,volume_units,volume_si,collect_price,price_currency,price_exponent,collect_category,range,rangevalue,buying_unit,total_price,unit_price,country,weight_kg,weight_lbs
d0a28edf-1f4d-4abb-b735-4453e5dae3df,2020-11-23 08:48:41-05,357,5116,249325.0,1.0,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Choerodon anchorago,40000,40000,IDN,1.0,2.205
868f8d42-bbed-43d4-a27c-ef9ac8bf5275,2020-11-22 04:21:22-05,679,10078,305751.0,50.4,35,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Plectropomus areolatus,1512000,30000,IDN,50.4,111.132
32a399ff-bb09-4d57-9e0d-2d4ab401934d,2020-11-24 15:03:52-05,590,8296,266610.0,133.0,52,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus erythropterus,5320000,40000,IDN,133.0,293.265
b82b6f6d-e413-43eb-9487-e302c111c650,2019-01-16 15:06:51-05,101,1667,3474.0,10.0,0,,0,True,lbs,0.45399999618530273,False,False,,0.0,True,HNL,2,False,0,0,Yalatel,65000,6500,HND,4.535147392290249,10.0
3abaa2f3-111d-4fac-b9ab-5953758217bf,2020-11-30 15:47:19-05,422,8382,266308.0,2.2,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Variola albimarginata,26400,12000,IDN,2.2,4.851000000000001
6a4c66cb-dca0-4e4f-b923-4387e151299e,2020-09-29 15:54:51-04,406,5935,250679.0,3500.0,280,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Carangoides malabaricus,105000000,30000,IDN,3500.0,7717.5
2c79c6c9-c43a-4fa9-8b80-d1edf1173fe0,2020-12-01 13:49:27-05,333,4754,305777.0,10.0,0,,0,True,kg,1.0,False,False,,0.0,True,MZN,0,False,0,0,Camarão,0,0,MOZ,10.0,22.05
305c5a9e-3e76-42e7-a0a1-a94d79edab5d,2019-03-08 10:34:26-05,250,3432,226888.0,20.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Garoupa vermalha,500000,25000,MOZ,20.0,44.1
debbd9c0-10f9-449c-b46e-f97151cf35c6,2020-10-19 12:44:56-04,441,6534,258714.0,195.0,34,,0,True,kg,1.0,True,False,,0.0,True,PHP,0,False,0,0,Mullet,19500,100,PHL,195.0,429.975
31ecae7c-c7f6-40b7-8b4d-59c81d520f90,2020-12-03 13:34:27-05,441,6540,257997.0,6.3,1134,,0,True,kg,0.0,True,False,,0.0,True,PHP,0,False,0,0,pasayan,126,20,PHL,6.3,13.8915
588e06f5-913b-4200-86eb-c5a02a78534c,2019-03-12 06:35:59-04,250,3425,227106.0,20.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Atum amarelo,440000,22000,MOZ,20.0,44.1
213a3495-0a65-4435-83b7-4afa6028b309,2020-10-25 08:13:15-04,574,7921,266432.0,201.5,52,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Octopus cyanea,287700,1427,IDN,201.5,444.3075
2f5f06d2-c4e8-4c3f-ad5a-fbbdfa1667bf,2020-11-04 12:10:44-05,574,7921,266195.0,11.0,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Octopus cyanea,18000,1636,IDN,11.0,24.255000000000003
b81ad449-9ff3-489f-84b5-b276ba8c30c6,2019-03-26 17:18:15-04,289,4095,227144.0,70.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Carapau,0,0,MOZ,70.0,154.35
b9f4a40c-7b50-492c-ad53-4e99940e8c0b,2019-03-26 17:21:22-04,289,4085,227013.0,2.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Garoupa vermalha,0,0,MOZ,2.0,4.41
1826dd05-0731-47dd-ba41-c2c62a1c0a48,2020-12-07 09:16:07-05,461,8916,266922.0,0.4,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Aphareus rutilans,52001,130003,IDN,0.4,0.8820000000000001
b82f3130-b172-40e2-9b8e-1bbc5a2f894a,2019-03-27 10:19:34-04,289,4083,227144.0,5.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Caxuxo,3750,750,MOZ,5.0,11.025
a3769643-503b-414a-bf56-3dd6d132e32e,2020-12-07 09:39:43-05,461,8915,266922.0,24.4,150,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Paracaesio sordida,317200,13000,IDN,24.4,53.802
78fe75af-90d0-4292-bdbf-43b1055fac6f,2020-12-04 12:07:26-05,679,10088,250332.0,2.0,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Epinephelus spp.,200000,100000,IDN,2.0,4.41
d2ed95db-b79b-4fca-bb6d-99848ee4a7c3,2019-03-21 11:45:11-04,280,3794,205297.0,4.5,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Peixe ladrao,585,130,MOZ,4.5,9.9225
2b746ecf-a119-4461-8e14-702b7d92d1cb,2019-03-30 15:33:12-04,280,3794,,16.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Peixe ladrao,2080,130,MOZ,16.0,35.28
42c56c41-05f0-40c7-b47f-332468803e82,2019-03-21 13:00:10-04,280,3794,204958.0,15.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Peixe ladrao,1950,130,MOZ,15.0,33.075
f3d54073-9c10-4b35-b561-b3e12796ea78,2019-03-21 11:51:51-04,280,3794,205297.0,4.5,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Peixe ladrao,585,130,MOZ,4.5,9.9225
943ac43a-db65-4408-a645-ef1741bc06c8,2019-04-09 14:00:42-04,303,4502,234691.0,3.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Vermelhão (Candhala),0,0,MOZ,3.0,6.615
dc6cb359-eb41-4a5b-9f7d-09c2d8b22bb7,2019-04-11 10:44:25-04,247,3318,228815.0,0.5,4,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Mulloidichthys flavolineatus,1000,2000,IDN,0.5,1.1025
890685e3-be0a-433f-9b17-376588e109e6,2019-04-14 14:08:10-04,289,4083,,1.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Caxuxo,150,150,MOZ,1.0,2.205
69921ced-0b44-40c2-8dae-cf350922fc77,2019-04-14 14:09:35-04,289,4085,,4.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,2,False,0,0,Garoupa vermalha,4,1,MOZ,4.0,8.82
a2ed086e-803f-45d1-84c0-30a3ae7e7e73,2020-12-11 04:03:35-05,607,9003,305872.0,56.0,0,,0,True,kg,1.0,False,False,,0.0,True,MZN,0,False,0,0,Fuzileiro azul,62272560,1112010,MOZ,56.0,123.48
3228241d-d5f7-4f76-8957-a5b84c599677,2019-04-29 02:54:16-04,250,4468,227094.0,30.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Lula (Malula),510,17,MOZ,30.0,66.15
da4df48d-8c03-44ca-8518-722eea7739e3,2019-04-25 10:46:47-04,261,4920,159001.0,37.0,296,,0,True,kg,0.0,True,False,,0.0,True,PHP,0,False,0,0,cogeta,3700,100,PHL,37.0,81.58500000000001
dde4b526-9d5e-401f-97f8-8faa77ae5972,2020-12-13 18:37:26-05,698,10882,,0.5,2,,0,True,kg,0.0,True,False,,0.0,True,PHP,0,False,0,0,karaho,25,50,PHL,0.5,1.1025
af2a1af2-fcf9-4080-ad23-b400ab300e75,2020-12-15 12:41:22-05,698,10882,,1.0,4,,0,True,kg,0.0,True,False,,0.0,True,PHP,0,False,0,0,karaho,50,50,PHL,1.0,2.205
699d960f-5b84-4c00-bed8-93ef283f5a34,2019-05-18 12:46:51-04,353,4985,234958.0,56.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Lula (Malula),2800,50,MOZ,56.0,123.48
49fa0830-79b8-473f-b64d-6093bf92961f,2020-12-19 02:11:39-05,264,3737,228927.0,35.5,45,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Plectropomus areolatus,2130000,60000,IDN,35.5,78.2775
64ddda4d-3749-4397-b493-3939b7cdb125,2020-12-19 17:03:13-05,599,9692,284866.0,1.5,5,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Carangoides coeruleopinnatus,10000,6666,IDN,1.5,3.3075
6e1c899b-5f63-48c7-9ff8-66b6f4ceac0b,2020-12-22 08:59:23-05,599,9692,284868.0,2.5,7,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Carangoides coeruleopinnatus,12000,4800,IDN,2.5,5.5125
eaa017c1-618c-4500-b670-54225a517180,2020-12-23 06:07:22-05,698,10904,305820.0,40.0,160,,0,True,kg,0.0,True,False,,0.0,True,PHP,0,False,0,0,Boraw,5600,140,PHL,40.0,88.2
3e195bc7-6978-4ba1-8ed4-ad7e9eba8f8d,2019-05-29 04:39:47-04,406,5589,250668.0,4.0,3,,0,True,kg,0.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus,200000,50000,IDN,4.0,8.82
0899178a-2946-4490-b8ec-65183495db9b,2020-12-23 07:36:22-05,424,5867,248589.0,27.0,124,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Siganus canaliculatus,810000,30000,IDN,27.0,59.535000000000004
1e264e46-83e6-411c-a954-b508edeb8eca,2019-06-01 06:33:35-04,424,5845,251592.0,30.4,100,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Siganus guttatus,1580800,52000,IDN,30.4,67.032
690c96ef-0cb1-4d26-bb37-a5a88c2f8076,2020-03-21 08:54:07-04,412,8249,250993.0,1.5,9,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,112500,75000,IDN,1.5,3.3075
d28b8f2a-eddd-474e-8cf3-99f7c0ccd8cd,2020-03-21 09:00:25-04,412,8249,250999.0,1.5,9,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,112500,75000,IDN,1.5,3.3075
285bece6-520f-4594-81d6-9a208cdd877d,2020-03-19 11:02:54-04,461,6833,266909.0,94.0,7,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus timoriensis,1880000,20000,IDN,94.0,207.27
1a008083-54ab-4754-9632-21cc2013cd3d,2021-01-05 15:07:44-05,287,7167,258189.0,375.0,2250,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Hemiramphus far,3750000,10000,IDN,375.0,826.875
1963e615-24cd-40cb-8396-bf13376e6435,2021-01-06 13:22:23-05,486,7326,248607.0,40.0,190,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Nemipterus furcosus,80000,2000,IDN,40.0,88.2
e1ea2e45-05ad-4b56-a6e1-c650de03dd9c,2019-06-25 10:54:39-04,250,4478,226828.0,50.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Vermelhão (Candhala),1100,22,MOZ,50.0,110.25
4d5b7041-8282-4d15-9a37-83fff16d49c1,2019-06-23 15:59:57-04,424,5874,256014.0,120.0,13,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Scomberomorus commerson,8400000,70000,IDN,120.0,264.6
87f108aa-45eb-4ee5-b742-a4c2ca92497e,2020-12-30 11:15:11-05,574,7921,266427.0,92.0,24,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Octopus cyanea,160000,1739,IDN,92.0,202.86
cf718d3f-a718-40c6-8e52-f48e68335898,2021-01-10 09:05:35-05,412,8237,267057.0,14.3,29,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Siganus guttatus,500500,35000,IDN,14.3,31.5315
10acaf6d-2b5e-4e03-8816-b0165957d885,2020-04-18 14:35:30-04,412,8249,267057.0,3.5,19,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,262500,75000,IDN,3.5,7.7175
158847b4-499b-4653-901b-bb85241e4c05,2020-04-18 14:38:01-04,412,8249,266562.0,2.0,18,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,150000,75000,IDN,2.0,4.41
29c0f63c-719a-4205-8d18-6cebfa484675,2020-04-18 14:52:16-04,412,8249,267057.0,3.0,14,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,225000,75000,IDN,3.0,6.615
f96f4903-eef5-469d-a07d-2c85675a5630,2020-04-18 14:53:25-04,412,8249,251952.0,1.2,8,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Parupeneus barberinus,90000,75000,IDN,1.2,2.646
e3fc9d62-9b94-404a-b6b7-f3d4a6d0cd1a,2020-04-18 12:44:33-04,587,8159,257253.0,3.3,15,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Siganus virgatus,165000,50000,IDN,3.3,7.2764999999999995
90e38574-b679-4d5a-afc3-727408647e64,2020-04-22 08:23:40-04,461,6828,256760.0,51.2,78,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus gibbus,921600,18000,IDN,51.2,112.89600000000002
e74873b0-b5ea-4086-a09c-bbed6e632202,2019-05-17 11:02:00-04,302,4559,227106.0,100.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Ladrão (Pedra),300,3,MOZ,100.0,220.5
e937289f-e92f-4833-8283-6f8af7307f18,2019-06-07 13:43:28-04,302,4559,,1.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Ladrão (Pedra),160,160,MOZ,1.0,2.205
2bc3010c-7e90-411c-8ef7-fd9f8b640bba,2020-03-06 06:51:48-05,393,5316,249234.0,4.5,1,,0,True,kg,0.0,True,False,,0.0,True,IDR,0,False,0,0,ikan dasar,45000,10000,IDN,4.5,9.9225
96ac88ce-a39b-41ac-b17a-badc24019b72,2020-05-03 14:37:13-04,586,8853,266938.0,128.0,800,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lethrinus obsoletus,1536000,12000,IDN,128.0,282.24
84181a57-49aa-440d-b5df-030e7d1e0cab,2020-05-03 14:42:18-04,586,8859,266938.0,84.0,250,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus gibbus,1428000,17000,IDN,84.0,185.22
e33414c8-a9cd-4bd5-a87c-5343d26688e5,2020-05-04 16:20:56-04,586,8853,266938.0,119.0,250,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lethrinus obsoletus,1428000,12000,IDN,119.0,262.395
a35a56ac-8d4b-40e3-9dfa-85584958a627,2020-05-06 05:28:55-04,412,5622,250996.0,59.2,312,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lethrinus obsoletus,1065600,18000,IDN,59.2,130.536
6cc3c8f6-ca61-4ca0-878e-fe6da3ebb9cb,2020-05-11 16:13:11-04,586,8859,266938.0,165.0,495,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lutjanus gibbus,2805000,17000,IDN,165.0,363.825
e8bc20b4-385b-4629-a6ae-ad9b8f8b2d6b,2020-05-11 16:13:36-04,586,8852,266938.0,115.0,570,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lethrinus microdon,1380000,12000,IDN,115.0,253.57500000000002
173ae4bf-b744-4018-97f0-b7a9a07c8c4f,2020-05-11 16:15:08-04,586,8878,266938.0,229.0,657,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Scarus rivulatus,1832000,8000,IDN,229.0,504.945
cc76fa8d-1869-4e6c-8b68-fdf764df66f4,2021-01-16 15:27:38-05,287,3862,258361.0,310.0,450,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Caesio cuning,5270000,17000,IDN,310.0,683.5500000000001
d16c01df-65d8-4af1-b9bb-175fe425c59e,2021-01-17 10:14:10-05,679,10088,305951.0,33.0,36,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Epinephelus spp.,660000,20000,IDN,33.0,72.765
c4e752ce-64d0-438f-b420-c4e5231dfd0c,2020-05-14 16:14:40-04,586,8878,266938.0,339.0,678,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Scarus rivulatus,2712000,8000,IDN,339.0,747.495
297d5665-6e2b-49d9-bc1b-227ab0f71aaf,2020-05-14 16:15:47-04,586,8852,266938.0,163.0,326,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Lethrinus microdon,1956000,12000,IDN,163.0,359.415
ebef3ebf-de0f-41bd-83bc-00054a75e007,2019-07-15 12:37:40-04,62,997,248668.0,1000.0,0,,0,True,lbs,0.45359236001968384,False,False,,0.0,True,HNL,0,False,0,0,Culila,25000,25,HND,453.5147392290249,1000.0
87b69941-0cf5-44f4-9bf2-fa3ca0469ffa,2020-05-29 10:51:06-04,264,3736,228837.0,0.2,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Plectropomus oligacanthus,1000,5000,IDN,0.2,0.44100000000000006
adf9d7da-712b-470c-ae61-cd03219077b0,2020-05-29 10:51:17-04,264,3741,228837.0,0.3,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Variola louti,1500,5000,IDN,0.3,0.6615
37442cc1-e910-4f7f-b2e1-215ca5f8391e,2020-05-29 10:53:03-04,264,3732,228837.0,0.8,2,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Aethaloperca rogaa,10000,12500,IDN,0.8,1.7640000000000002
7c1c1dd5-8dbb-40bf-9636-539c8240347e,2020-05-29 10:57:40-04,264,3732,228843.0,1.5,3,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Aethaloperca rogaa,18750,12500,IDN,1.5,3.3075
ec955c28-1a5f-4598-b7c9-287e6c4fffb8,2021-01-22 01:09:20-05,242,3893,227248.0,27.0,45,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Variola albimarginata,405000,15000,IDN,27.0,59.535000000000004
7edef685-f21b-4155-84ce-af4ce16a7e22,2020-06-10 06:54:09-04,481,7197,258202.0,15.0,1,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Carangoides coeruleopinnatus,90000,6000,IDN,15.0,33.075
ca08655b-602e-4ba2-9d33-8eb046a35eb0,2019-04-29 06:54:13-04,253,4537,257828.0,5.5,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Lula (Malula),93,17,MOZ,5.5,12.127500000000001
95eb8519-07ed-4af5-a04c-3ae048ebec60,2021-01-25 14:26:55-05,287,3862,305674.0,189.0,270,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Caesio cuning,3213000,17000,IDN,189.0,416.745
7cc46ae0-c5ff-4a62-9e43-7aea982c34ed,2019-07-10 13:52:43-04,289,4085,227032.0,1150.0,0,,0,True,kg,1.0,False,False,,0.0,True,MOP,0,False,0,0,Garoupa vermalha,172500,150,MOZ,1150.0,2535.75
965bf305-217c-4575-bc81-0a64c30f8483,2019-07-26 11:01:39-04,293,3889,227320.0,1.5,70,,0,True,kg,1.0,True,False,,0.0,True,MOP,0,False,0,0,Peixe serra,0,0,MOZ,1.5,3.3075
cfdc3354-5e3c-42a6-80d1-4bedd94a82a2,2020-06-21 17:46:00-04,287,3862,258170.0,18.0,70,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Caesio cuning,54000,3000,IDN,18.0,39.69
121fd967-4ba1-47a0-b5d5-a76afe6f911d,2021-01-28 03:04:47-05,287,7167,258189.0,7.0,25,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Hemiramphus far,245000,35000,IDN,7.0,15.435
8c24e3a0-9543-43ab-962a-ec67cef1dfdc,2021-01-28 03:05:22-05,287,7167,258199.0,5.5,18,,0,True,kg,1.0,True,False,,0.0,True,IDR,0,False,0,0,Hemiramphus far,192500,35000,IDN,5.5,12.127500000000001
